label,output,weight_sum_0,weight_sum_1,weight_sum_2,weight_sum_3,weight_sum_4,weight_sum_5,cluster_count_0,cluster_count_1,cluster_count_2,cluster_count_3,cluster_count_4,cluster_count_5,cluster_soft_count_0,cluster_soft_count_1,cluster_soft_count_2,cluster_soft_count_3,cluster_soft_count_4,cluster_soft_count_5,grad_cam_pp_count,intersection_count_grad_cam_pp_0,union_count_grad_cam_pp_0,intersection_soft_count_grad_cam_pp_0,union_soft_count_grad_cam_pp_0,correlation_grad_cam_pp_0,intersection_count_grad_cam_pp_1,union_count_grad_cam_pp_1,intersection_soft_count_grad_cam_pp_1,union_soft_count_grad_cam_pp_1,correlation_grad_cam_pp_1,intersection_count_grad_cam_pp_2,union_count_grad_cam_pp_2,intersection_soft_count_grad_cam_pp_2,union_soft_count_grad_cam_pp_2,correlation_grad_cam_pp_2,intersection_count_grad_cam_pp_3,union_count_grad_cam_pp_3,intersection_soft_count_grad_cam_pp_3,union_soft_count_grad_cam_pp_3,correlation_grad_cam_pp_3,intersection_count_grad_cam_pp_4,union_count_grad_cam_pp_4,intersection_soft_count_grad_cam_pp_4,union_soft_count_grad_cam_pp_4,correlation_grad_cam_pp_4,intersection_count_grad_cam_pp_5,union_count_grad_cam_pp_5,intersection_soft_count_grad_cam_pp_5,union_soft_count_grad_cam_pp_5,correlation_grad_cam_pp_5,grad_cam_count,intersection_count_grad_cam_0,union_count_grad_cam_0,intersection_soft_count_grad_cam_0,union_soft_count_grad_cam_0,correlation_grad_cam_0,intersection_count_grad_cam_1,union_count_grad_cam_1,intersection_soft_count_grad_cam_1,union_soft_count_grad_cam_1,correlation_grad_cam_1,intersection_count_grad_cam_2,union_count_grad_cam_2,intersection_soft_count_grad_cam_2,union_soft_count_grad_cam_2,correlation_grad_cam_2,intersection_count_grad_cam_3,union_count_grad_cam_3,intersection_soft_count_grad_cam_3,union_soft_count_grad_cam_3,correlation_grad_cam_3,intersection_count_grad_cam_4,union_count_grad_cam_4,intersection_soft_count_grad_cam_4,union_soft_count_grad_cam_4,correlation_grad_cam_4,intersection_count_grad_cam_5,union_count_grad_cam_5,intersection_soft_count_grad_cam_5,union_soft_count_grad_cam_5,correlation_grad_cam_5
0.0,-1.0288257598876953,16.39258575439453,2.893988847732544,7.707042694091797,1.34750497341156,1.0695981979370117,5.3693437576293945,383,264,104,25,69,179,436,441,461,195,203,523,479,57,862,120,915,-0.11085759242867592,252,743,417,920,0.8242391860932545,38,583,202,940,-0.11244374054086294,25,504,70,674,0.7820260660180307,64,548,169,682,0.49519348431552845,43,658,354,1002,-0.0702113385831129,397,22,780,66,833,-0.11514681816233377,249,661,364,838,0.8268854413088926,24,501,155,858,-0.1159508734459267,25,422,52,592,0.7746698660868213,63,466,142,600,0.4798919057895141,14,576,314,920,-0.07638977590625537
0.0,-1.3699226379394531,7.850008487701416,6.925030708312988,6.3132524490356445,0.6134664416313171,3.7259931564331055,8.066073417663574,272,357,119,15,85,176,436,589,413,221,357,623,497,43,769,113,933,-0.15721527408588412,305,854,466,1086,0.7733189810296376,23,616,144,910,-0.13863750696747476,6,512,75,718,0.3463493438944015,80,582,258,854,0.6084577767898414,40,673,387,1120,-0.03926396855325653,397,9,669,50,833,-0.16107384352836163,293,754,384,986,0.7874313615785824,5,516,87,810,-0.14251239987471345,5,412,47,618,0.28143717373619453,80,482,204,754,0.5644196647841727,5,573,336,1020,-0.08288499120673852
0.0,-1.4291937351226807,11.003752708435059,1.6741853952407837,7.4137349128723145,1.7003061771392822,2.0562267303466797,15.011141777038574,250,176,182,33,54,329,357,314,399,198,218,585,274,2,524,29,631,-0.06842879007873669,130,450,219,588,0.5030416351241894,16,456,89,673,-0.0845808667708887,33,307,92,472,0.6527706596719024,46,328,103,492,0.7679956690335796,47,603,219,859,-0.1029189341703871,232,1,482,20,589,-0.0672625189444048,126,408,191,546,0.5051081870674629,8,414,78,631,-0.08402997229716479,33,265,73,430,0.6533334843877716,45,286,89,450,0.7616702993729252,19,561,184,817,-0.10415156312105839
0.0,-7.385070323944092,97.12651062011719,0.013561497442424297,47.47951889038086,0.03888973221182823,0.016567660495638847,3.9297375679016113,583,0,341,0,2,98,935,26,872,449,63,261,10,5,593,10,945,-0.04307502887200187,0,10,8,36,0.7794053550560833,2,351,6,882,-0.04307059252496145,0,10,1,459,-0.00972094589373909,2,12,9,73,0.7465419758912379,1,108,2,271,-0.018503848674053937,4,2,587,4,939,-0.036827583025291696,0,4,2,30,0.7189823978635359,0,345,0,876,-0.03711554901318336,0,4,0,453,-0.008285439845000778,2,6,4,67,0.6991348448147812,0,102,0,265,-0.01593036936488728
0.0,-4.832888603210449,21.22210121154785,0.020154939964413643,21.381250381469727,0.04643411189317703,0.018329301849007607,4.441646099090576,350,17,431,4,12,210,682,53,782,486,100,457,66,16,416,26,748,-0.08204985533728018,16,83,48,119,0.5227426339524528,16,497,50,848,-0.1116906454611303,4,70,17,552,0.04845032993189904,11,78,16,166,0.05246043990940577,3,276,33,523,-0.07693090599047972,61,14,411,23,743,-0.0825074843215555,16,78,46,114,0.48815167506614865,13,492,46,843,-0.11281663313117408,4,65,15,547,0.030882088464583186,11,73,15,161,0.048176735898855,3,271,33,518,-0.0770909685741461
0.0,-5.012137413024902,8.128388404846191,0.005611457861959934,12.218330383300781,0.017994174733757973,0.020470373332500458,8.12510871887207,433,7,283,0,6,295,402,16,615,254,142,520,8,1,441,1,410,-0.018092723020786006,0,15,7,24,0.8612559061442079,1,291,4,623,-0.02658373539382455,0,8,0,262,-0.008934932092260218,6,14,8,150,0.6761751799734025,0,303,6,528,-0.02489639240366299,8,1,441,1,410,-0.017956625443168325,0,15,7,24,0.8919413947231173,1,291,4,623,-0.026273536273056782,0,8,0,262,-0.00883712785732397,6,14,8,150,0.7077172355712514,0,303,6,528,-0.024614740199282868
0.0,-9.133052825927734,106.82402801513672,0.07357197254896164,66.68357849121094,0.027945030480623245,0.06908128410577774,6.369962692260742,472,26,475,3,8,40,809,49,846,313,51,454,21,2,493,5,830,-0.07278537617505235,8,47,14,70,0.80935189814381,1,496,7,867,-0.07684955854705225,3,24,4,334,0.06116076333229003,6,29,13,72,0.8330539044724492,1,61,14,475,-0.046008877510868545,19,2,491,4,828,-0.072376069588169,8,45,12,68,0.8191434425554808,0,494,6,865,-0.07641106277733291,3,22,4,332,0.053855914980235835,6,27,12,70,0.829809735231625,0,59,13,473,-0.045733878270996314
0.0,-6.377051830291748,26.065744400024414,5.853311813552864e-05,17.46245574951172,0.011785205453634262,0.00069838558556512,2.033843517303467,557,5,246,0,0,216,468,31,553,270,138,441,2,0,559,1,470,-0.010970493923138267,0,7,0,33,-0.004119225906601212,2,248,2,555,-0.01016511636342477,0,2,2,272,0.4264621590205835,0,2,1,140,-0.005643545557749307,0,218,1,443,-0.011009210322570392,0,0,557,0,468,,0,5,0,31,,0,246,0,553,,0,0,0,270,,0,0,0,138,,0,216,0,441,
0.0,-3.3023667335510254,33.379085540771484,2.6822476387023926,14.390148162841797,1.5661965608596802,4.700217247009277,22.002479553222656,319,69,165,29,34,408,579,197,419,253,186,561,159,2,478,30,738,-0.09693040223211843,56,228,128,356,0.6853869408233059,9,324,21,578,-0.09854731246335924,18,188,68,412,0.627311033825835,32,193,84,345,0.8046430370250854,42,567,117,720,-0.07679072216603623,105,0,424,12,684,-0.09107419007445171,54,174,93,302,0.6770071785419373,1,270,4,524,-0.09279408293919272,18,134,44,358,0.5990722316505656,32,139,57,291,0.8201403807278036,0,513,69,666,-0.08112067410753775
0.0,-6.497422218322754,31.12331199645996,0.542275607585907,12.415443420410156,0.38859549164772034,0.21003374457359314,14.554819107055664,558,37,144,15,5,265,397,93,406,143,113,418,85,3,643,28,482,-0.08136305325127521,28,122,70,178,0.9160887307518569,9,229,32,491,-0.06980320520969983,9,100,35,228,0.2855977018144643,5,90,35,198,0.6442777603225369,31,350,71,503,0.003694755778626996,50,1,608,17,447,-0.06736115037767944,25,87,47,143,0.8641444416227481,6,194,24,456,-0.0583080639904558,8,65,21,193,0.248938687757522,5,55,20,163,0.703710620821107,5,315,39,468,-0.03999510106950435
0.0,-10.329461097717285,35.70675277709961,1.2046436071395874,16.30872917175293,0.13369588553905487,0.2631012499332428,46.759315490722656,251,111,234,0,21,407,543,239,461,182,212,636,237,17,488,82,780,-0.10753269116606276,105,348,201,476,0.8989138445246376,36,471,94,698,-0.12977786701974517,0,237,35,419,0.2901265649090007,16,258,52,449,0.3292537647465542,63,644,185,873,-0.10422222370447949,153,7,404,36,696,-0.09830051858105017,101,264,146,392,0.9003965210742281,19,387,66,614,-0.11789875362659946,0,153,11,335,0.17836737363691577,16,174,36,365,0.232335365545677,10,560,120,789,-0.11589373449124431
0.0,-8.734383583068848,52.33180618286133,0.47520509362220764,29.9094295501709,0.05977317690849304,0.5047335028648376,14.511463165283203,331,78,345,0,39,231,677,217,632,254,220,468,219,16,550,80,896,-0.0980026007653515,66,297,159,436,0.392415284020226,44,564,110,851,-0.1131816725863864,0,219,29,473,0.12650839206779388,36,258,107,439,0.6580540808834013,57,450,155,687,-0.02206696290434883,145,7,476,36,822,-0.09003093038478913,63,223,110,362,0.3409187521602406,14,490,67,777,-0.1055616525169,0,145,15,399,0.0864574067068524,36,184,81,365,0.6088598531131966,25,376,116,613,-0.05576348903894961
0.0,-7.471010684967041,72.79582214355469,0.0018359868554398417,62.946380615234375,0.022623181343078613,0.00040128285763785243,5.60807991027832,416,0,499,0,0,109,942,12,914,375,33,298,5,3,421,5,947,-0.028886038347299952,0,5,4,17,0.9725061921807904,1,504,5,919,-0.037335917256818126,0,5,0,380,-0.01566313383746853,0,5,0,38,-0.004992312202280907,1,114,2,303,-0.01345141531040947,1,1,417,1,943,-0.023950670438797665,0,1,1,13,0.015300322139549448,0,500,1,915,-0.03195689441540398,0,1,0,376,-0.011815695124049298,0,1,0,34,-0.0037660176793686473,0,110,0,299,-0.010419531306597724
0.0,-1.898820400238037,3.7364861965179443,1.9888287782669067,2.701017379760742,0.5079088807106018,1.758489966392517,52.93598937988281,137,58,66,33,22,708,400,179,247,172,223,829,252,6,389,82,652,-0.03943843866599679,55,310,164,431,0.9778790305390025,6,318,65,499,-0.036646789962477756,33,285,118,424,0.10522389676752303,20,274,86,475,0.7925697891802478,132,960,219,1081,-0.08453081912495923,146,5,283,46,546,-0.03720077976952536,52,204,118,325,0.9744886472688052,3,212,35,393,-0.03485648433862049,33,179,75,318,0.0802484525978997,19,168,38,369,0.7746663687714517,34,854,115,975,-0.08706763110175487
1.0,8.193389892578125,18.622699737548828,11.1778564453125,19.821815490722656,14.494824409484863,12.446581840515137,1.9094611406326294,213,207,413,47,110,34,518,467,663,290,263,424,379,9,592,73,897,-0.12455524113062762,162,586,329,846,0.803824955824491,32,792,112,1042,-0.19407526177961137,47,426,127,669,0.7642912560367577,109,489,235,642,0.5195751018607992,20,413,281,803,-0.01527233358778468,347,5,560,57,865,-0.1199050903943932,162,554,307,814,0.7809126511367911,15,760,91,1010,-0.18683918333348923,47,394,114,637,0.8073668618017635,109,457,219,610,0.4853172473112413,9,381,262,771,-0.025213183976203035
0.0,-5.3129777908325195,39.07133865356445,0.10288862884044647,38.76775360107422,0.019039710983633995,0.3415466547012329,2.063533067703247,328,12,649,0,11,24,860,72,893,485,83,192,52,8,380,24,912,-0.06682198021083836,12,64,37,124,0.4135806245921024,21,701,39,945,-0.09766650443857412,0,52,6,537,-0.05397593362917842,11,63,23,135,0.8338000131071397,0,76,20,244,-0.02693025552604889,34,1,362,8,894,-0.06220023677777345,12,46,27,106,0.3910315747236024,10,683,22,927,-0.09174317564782028,0,34,0,519,-0.05376628386716593,11,45,19,117,0.8328049221147005,0,58,19,226,-0.024817435350304087
1.0,5.901085376739502,6.3912529945373535,12.116655349731445,7.5223188400268555,11.367623329162598,8.622422218322754,9.315303802490234,105,282,109,119,136,273,297,556,314,329,363,734,662,21,767,110,959,-0.1403610999276022,272,944,521,1218,0.6450399587694171,18,771,157,976,-0.14118962573732444,119,781,291,991,0.6989553681717756,133,798,282,1025,0.46260960054862854,99,935,532,1396,-0.1552787793463369,554,11,659,81,851,-0.1368548181597879,271,836,457,1110,0.6789270425546459,11,663,121,868,-0.13695008230504957,117,673,241,883,0.7446753895409993,128,690,238,917,0.3540417443381415,16,827,438,1288,-0.16769440264659438
0.0,-5.655271530151367,3.3468291759490967,0.46952369809150696,5.026790618896484,0.2626446783542633,0.30708521604537964,25.255693435668945,349,23,137,17,14,484,301,121,324,139,161,590,121,9,470,53,422,-0.02752259826119894,22,144,94,242,0.8675168794595217,12,258,55,445,-0.03514447629095701,13,138,63,260,0.6612944674003555,13,135,48,282,0.551155316438965,52,605,97,711,-0.005580492056829843,63,3,412,31,364,-0.023741148134114674,20,86,50,184,0.8168740195109754,4,200,29,387,-0.030994788201705797,13,80,38,202,0.68433224015585,13,77,22,224,0.46163817347593245,10,547,47,653,-0.04814963912748032
0.0,-2.938917636871338,13.77076244354248,1.8173631429672241,13.146450996398926,0.6176429986953735,0.6024014353752136,8.324459075927734,280,140,257,10,18,319,412,256,564,181,214,557,177,12,457,50,589,-0.04327411081905297,96,317,140,433,0.9763220664629999,12,434,102,741,-0.05740953598247353,10,187,45,358,0.8819621126161232,10,195,71,391,0.6211068217584508,37,496,128,734,-0.042025462602818454,118,0,398,14,530,-0.044132337925759366,94,258,109,374,0.9760084129317211,3,375,75,682,-0.05910029748850577,6,128,23,299,0.8629565541022908,10,136,49,332,0.6354811830037186,5,437,87,675,-0.04616041645150975
1.0,3.1458587646484375,13.704561233520508,5.214590549468994,15.347238540649414,15.216768264770508,7.468616962432861,24.05219078063965,134,143,191,84,47,425,527,316,459,264,271,675,373,29,507,159,900,-0.12184736900791283,140,516,295,689,0.520900426669485,28,564,168,832,-0.11377790704757691,76,457,178,637,0.8477397358228278,47,420,139,644,0.5694286946340282,53,798,234,1048,-0.16157122571209712,291,10,425,118,818,-0.11584849165783731,140,434,239,607,0.4847161193839499,11,482,127,750,-0.10489604870702554,76,375,148,555,0.9078748850196982,45,338,118,562,0.505656694241197,9,716,184,966,-0.1559430001016441
0.0,-7.390230655670166,44.85702896118164,2.0008904933929443,16.371055603027344,1.9884861707687378,0.46067970991134644,31.48407554626465,425,62,98,15,14,410,568,138,368,233,147,675,162,1,587,48,730,-0.09581907616412438,58,224,120,300,0.5033292001058696,0,260,19,530,-0.07480747260294739,15,177,63,395,0.8462790937543192,13,176,62,309,0.2866103514931187,75,572,144,837,-0.03844249736037059,89,0,514,30,657,-0.08596895316768335,55,151,74,227,0.5507313651894069,0,187,14,457,-0.06702780471467315,15,104,34,322,0.8242644946652232,12,103,29,236,0.20722786471575225,7,499,72,764,-0.0758773353638174
0.0,-2.6614651679992676,37.10830307006836,0.881801426410675,17.94125747680664,0.2364746332168579,0.46097099781036377,1.1559644937515259,449,123,367,6,18,61,756,214,788,459,85,263,119,5,568,20,875,-0.09856025687480051,82,242,115,333,0.7739571531199215,10,486,49,907,-0.12426669235212022,6,125,21,578,0.6525405215222977,13,137,47,204,0.6290870043672204,3,180,95,382,-0.033467253418838806,108,4,557,15,864,-0.09911195690348926,81,231,106,322,0.7720736425095933,3,475,39,896,-0.12528546616332067,6,114,20,567,0.6276519495048254,13,126,41,193,0.6061196293539632,1,169,90,371,-0.03452418749218526
0.0,0.460202693939209,0.31946659088134766,5.756263256072998,0.23072056472301483,2.436136245727539,3.635458469390869,38.95924758911133,196,117,29,28,45,609,187,274,219,206,310,799,281,1,477,26,468,-0.055757687988204095,92,398,225,555,0.9029915629224502,0,310,33,500,-0.07954134676945486,25,309,128,487,0.7429863187420036,41,326,157,591,0.521793492500992,122,890,252,1080,-0.11965834496213718,171,1,367,16,358,-0.05021642463860928,92,288,152,445,0.9091823013365132,0,200,25,390,-0.07181225479809213,24,199,79,377,0.7575570069646659,37,216,95,481,0.4581656954734455,17,780,142,970,-0.1399499566651907
0.0,-9.398674964904785,150.37440490722656,0.00017290489631704986,50.1181526184082,0.014584073796868324,0.002054119249805808,13.438533782958984,641,0,372,0,0,11,931,27,729,301,50,486,1,1,642,1,932,-0.030542365397952628,0,1,0,28,-0.0017587913826064873,0,373,1,730,-0.024218794736492924,0,1,0,302,-0.013890863238392356,0,1,1,51,0.034130872186443464,0,12,0,487,-0.01719585325435853,0,0,641,0,931,,0,0,0,27,,0,372,0,729,,0,0,0,301,,0,0,0,50,,0,11,0,486,
0.0,-6.792454242706299,11.363249778747559,0.5890966057777405,10.290470123291016,0.25646501779556274,1.6593331098556519,14.209274291992188,402,37,154,12,28,391,398,115,431,173,213,584,110,2,512,18,508,-0.055515877490542716,29,147,88,225,0.6118394299850728,0,264,19,541,-0.05931550299555372,9,122,32,283,0.43093464101092316,27,138,62,323,0.8320687607714156,43,501,89,694,-0.023541278891392976,66,0,468,11,464,-0.04411000972622387,27,103,54,181,0.5584911612609902,0,220,11,497,-0.04769224071370817,9,78,22,239,0.33228149798679685,24,94,43,279,0.8482224716345687,6,457,45,650,-0.04226700184327004
0.0,-6.399810314178467,41.620948791503906,0.00533117912709713,24.70064926147461,0.014241647906601429,0.005390810780227184,3.820579767227173,343,38,619,0,5,19,684,183,870,371,55,309,12,0,355,0,696,-0.040676714322327084,3,50,10,195,0.8885645689225237,6,631,12,882,-0.05877128077505954,0,12,0,383,-0.03904033674861969,3,17,10,67,0.5826423726070055,0,31,6,321,-0.023409929105688964,11,0,354,0,695,-0.03987157234959148,3,49,10,194,0.8924617685450837,5,630,11,881,-0.05792853940988882,0,11,0,382,-0.03826758471420153,3,16,9,66,0.5796126454160224,0,30,6,320,-0.02293707399651737
0.0,-4.339672565460205,29.25330924987793,0.08471892774105072,10.524306297302246,0.16543759405612946,0.005717041902244091,2.362065076828003,466,80,323,15,2,138,604,205,656,295,85,335,203,34,669,70,807,-0.11934444586254302,80,283,178,408,0.6331966390403231,69,526,165,859,-0.13077786545493006,7,218,26,498,0.20013205088314928,2,205,10,288,0.30153034092851516,11,341,107,538,-0.03812258242630781,153,18,619,39,757,-0.13991526865124676,80,233,149,358,0.4022375412001075,42,476,129,809,-0.16039133906397499,7,168,15,448,0.10280663180359796,2,155,6,238,0.17997821815284099,4,291,95,488,-0.06564598004487283
0.0,-4.9002180099487305,12.289793014526367,3.3955140113830566,6.535699367523193,0.9175584316253662,5.028400421142578,53.965431213378906,208,140,169,19,64,424,412,358,445,178,189,674,384,23,592,89,796,-0.08811010445430201,137,524,328,742,0.7819464174463061,36,553,141,829,-0.11841791119818797,19,403,92,562,0.39972745377979424,62,448,152,573,0.8279652811870978,107,808,287,1058,-0.12899501513333012,262,11,470,48,674,-0.08405605540958509,133,402,241,620,0.739910213438107,20,431,104,707,-0.11325140728470656,19,281,65,440,0.38120749380540137,62,326,113,451,0.838560654296954,17,686,192,936,-0.13546744669148617
0.0,-7.784468173980713,97.36021423339844,0.004112089052796364,13.729398727416992,0.008772404864430428,0.0017879194347187877,11.38268756866455,792,0,125,0,0,107,518,2,363,171,80,364,3,2,795,3,521,-0.02095878558685261,0,3,2,5,0.9281501614017464,1,128,3,366,-0.005785494941087179,0,3,0,174,-0.013488286922308145,0,3,2,83,0.974635917781955,0,110,1,367,-0.014146493723896612,2,1,794,2,520,-0.01857228567888328,0,2,2,4,0.8152139668875774,1,127,2,365,-0.004957224007235859,0,2,0,173,-0.01127469265430552,0,2,2,82,0.9363955652564151,0,109,0,366,-0.013293253769223176
0.0,-9.985397338867188,163.2676544189453,0.00012808518658857793,83.38619232177734,0.015272188931703568,0.002641724655404687,13.441210746765137,530,3,485,0,1,5,967,17,778,229,64,421,11,1,541,3,978,-0.09229902840023772,3,14,10,28,0.7993412904939227,6,496,11,789,-0.09589590581344055,0,11,1,240,-0.02865388362895854,1,12,2,75,0.04411562008072145,0,16,4,432,-0.04745095380079723,8,0,538,1,975,-0.07729616854531786,3,11,8,25,0.7902381343103336,4,493,8,786,-0.0807564940363968,0,8,0,237,-0.025688460092575048,1,9,2,72,0.06184636692280953,0,13,4,429,-0.039638594606363986
0.0,-5.77584171295166,65.25940704345703,5.953339859843254e-05,26.836408615112305,0.0111188143491745,0.0007238941616378725,4.958581924438477,593,0,244,0,0,187,671,9,594,283,127,433,11,4,604,11,682,-0.04515031089490255,0,11,7,20,0.9776190408979241,6,255,11,605,-0.03527500046973034,0,11,1,294,-0.0333013490937625,0,11,0,138,-0.01071666545079017,1,198,4,444,-0.02799311677725857,7,3,600,7,678,-0.03560457438782399,0,7,6,16,0.956095107337508,4,251,7,601,-0.02909217496022355,0,7,0,290,-0.02644287033091745,0,7,0,134,-0.008434438527651206,0,194,2,440,-0.022242255023329206
0.0,-7.478375434875488,41.35187530517578,0.017079100012779236,11.331522941589355,0.04180929809808731,0.0016668833559378982,5.0234456062316895,691,10,188,6,3,126,584,40,471,305,83,305,32,11,723,15,616,-0.05655407258192541,9,42,28,72,0.32950541013607365,6,220,22,503,-0.04990643581277942,2,38,6,337,0.3187945653540677,3,35,5,115,0.6839261743323954,1,158,15,337,-0.028661464947519946,27,9,718,12,611,-0.05474753914224959,9,37,27,67,0.26046302453087294,4,215,17,498,-0.04813066300794992,2,33,4,332,0.23938254934674694,3,30,4,110,0.6899872729209225,0,153,14,332,-0.027732863351093078
0.0,-0.6974444389343262,9.780983924865723,3.886038303375244,6.722683429718018,1.8698394298553467,4.140719413757324,9.844244003295898,361,144,153,34,57,275,467,281,372,316,202,544,254,3,615,59,721,-0.08401278856205062,104,398,211,535,0.8112182108851199,3,407,30,626,-0.08011527976745242,15,288,88,570,0.5446413197246205,54,311,141,456,0.645266042570849,75,529,194,798,-0.04673591319836294,184,2,545,40,651,-0.08092205057266079,101,328,162,465,0.816012108951981,2,337,23,556,-0.07698957798917788,15,218,61,500,0.5202053833715862,53,241,101,386,0.631712169352962,11,459,125,728,-0.06573859777420535
0.0,3.0909264087677,5.920680046081543,30.17070960998535,2.3447742462158203,6.549891471862793,11.235751152038574,9.886940956115723,190,376,73,40,90,255,307,554,277,270,428,695,533,24,723,109,840,-0.13242155914697443,353,909,513,1087,0.8394425627236035,17,606,117,810,-0.1197915887554001,37,573,210,803,0.5970062101217432,89,623,282,961,0.6065962294565853,13,788,367,1228,-0.15112368196740125,481,7,671,73,788,-0.13446992757932097,346,857,471,1035,0.8994009743879015,7,554,84,758,-0.12224764507989655,36,521,193,751,0.5865236363018763,83,571,254,909,0.5729837959711546,2,736,339,1176,-0.1526307893044249
0.0,-8.85853099822998,55.920108795166016,0.08836877346038818,19.015689849853516,0.020854931324720383,0.13404296338558197,32.09636688232422,493,9,167,2,3,350,693,41,522,268,116,501,72,16,565,38,765,-0.07462476144467935,9,81,38,113,0.9183253838253967,6,239,34,594,-0.06677871550461532,2,74,12,340,0.10432587474945525,3,75,44,188,0.6330822309856318,36,422,52,573,-0.004157030148950596,19,5,512,8,712,-0.050455746900873656,9,28,14,60,0.9191122291856907,0,186,9,541,-0.047545026581515624,2,21,4,287,0.09267544829332731,3,22,13,135,0.5472591453599946,0,369,10,520,-0.04479678886946036
0.0,-5.839322566986084,73.18600463867188,0.0650990754365921,29.795391082763672,0.022308936342597008,0.12066611647605896,3.371962785720825,574,9,416,0,9,16,928,72,883,454,61,180,21,0,595,4,949,-0.08556913881390821,5,30,13,93,0.6227807735414131,6,437,17,904,-0.08806319614098168,0,21,7,475,0.1880983080885233,9,30,14,82,0.6477625007489277,1,37,14,201,-0.025401647875978206,15,0,589,2,943,-0.07156653847247958,3,24,10,87,0.6415723700245214,2,431,11,898,-0.0760894808225264,0,15,3,469,0.10753910119044122,9,24,12,76,0.6859580922144813,1,31,12,195,-0.021211003371139688
0.0,-3.4934611320495605,8.632719993591309,0.0049788313917815685,15.656754493713379,0.01368887722492218,0.000697844719979912,3.49306583404541,220,47,592,5,0,160,484,117,836,248,97,493,15,0,235,0,499,-0.03276125837187401,9,62,10,132,0.26031266254392954,2,607,12,851,-0.055618439892317226,4,20,7,263,0.29606845213603195,0,15,5,112,0.6830834935637115,0,175,13,508,-0.030293047421263514,14,0,234,0,498,-0.03229194372576436,9,61,10,131,0.2590373418122804,1,606,11,850,-0.05490070374112256,4,19,6,262,0.29493379620845056,0,14,4,111,0.6848372967905503,0,174,13,507,-0.029855998482936387
0.0,-9.721938133239746,131.24766540527344,0.014426866546273232,27.24094009399414,0.01789798215031624,0.006600282620638609,17.926986694335938,623,1,278,0,0,122,877,45,653,315,77,445,22,5,645,11,899,-0.10406706208052287,1,23,18,67,0.3348854765529673,11,300,18,675,-0.07271636510783518,0,22,5,337,0.15420783756326356,0,22,6,99,0.21089917708065828,5,144,8,467,0.019874815968083805,5,0,628,1,882,-0.05719804253427984,1,6,5,50,0.07678533315775057,4,283,4,658,-0.043170088008371535,0,5,0,320,-0.02456627214055114,0,5,1,82,0.062315771169838115,0,127,0,450,-0.028300453936230676
0.0,-6.3400444984436035,35.10939025878906,0.09072332084178925,20.79584503173828,0.14717411994934082,0.00044520292431116104,4.100714683532715,442,4,401,20,0,157,544,43,702,406,87,532,36,9,478,21,580,-0.04872552253071599,4,40,17,79,0.8633929631079057,2,437,20,738,-0.06367019877562599,20,56,34,442,0.9139070143014175,0,36,0,123,-0.017254543822408448,1,193,21,568,-0.037599383366842404,26,2,468,12,570,-0.04603801611360683,4,30,13,69,0.8483412154178509,0,427,11,728,-0.058031554765115616,20,46,25,432,0.8905933790478086,0,26,0,113,-0.015341895011890398,0,183,18,558,-0.03328771521897858
0.0,5.381532192230225,16.040401458740234,14.02865219116211,14.261276245117188,2.8085641860961914,3.774662971496582,1.2488696575164795,253,269,434,3,38,27,524,440,728,268,143,391,227,5,480,20,751,-0.11782195680990933,173,496,219,667,0.9055637933473735,4,661,58,955,-0.16541458146921287,3,230,60,495,0.7053326745191268,33,265,97,370,0.6029411224114316,9,254,182,618,-0.039247809844844765,220,3,473,13,744,-0.118122708130126,172,489,212,660,0.9417285179029937,0,654,53,948,-0.16566301407127534,3,223,60,488,0.7056738009181215,33,258,94,363,0.5450816282811927,9,247,181,611,-0.03851024169658347
0.0,-6.936760425567627,131.07350158691406,0.003102764720097184,38.837371826171875,0.01893899403512478,0.0016953471349552274,2.6370365619659424,602,4,409,0,1,8,902,126,848,359,48,199,104,29,706,55,1006,-0.23063301211528436,4,108,93,230,0.5793397936749783,70,513,94,952,-0.21223714281125025,0,104,7,463,0.018111285195453408,1,105,7,152,0.3358582530497031,0,112,13,303,-0.0544168216333478,47,15,649,17,949,-0.1502331734855006,4,51,47,173,0.5730279883139214,27,456,39,895,-0.15158285254527293,0,47,2,406,0.027365865464702707,1,48,4,95,0.3806937660257917,0,55,8,246,-0.0353453908981028
0.0,-6.553285121917725,62.67195129394531,3.970000307162991e-06,13.803787231445312,0.006838164292275906,0.001956586493179202,5.522426128387451,723,0,151,0,0,150,479,3,409,181,122,353,1,0,724,1,480,-0.016283644112415663,0,1,0,4,-0.0015677158273298586,1,152,1,410,0.018444087636837234,0,1,1,182,0.028735116689201128,0,1,0,123,-0.004195809896954414,0,151,1,354,0.044082298217130556,0,0,723,0,479,,0,0,0,3,,0,151,0,409,,0,0,0,181,,0,0,0,122,,0,150,0,353,
0.0,6.171236515045166,45.002384185791016,14.771078109741211,17.15473747253418,1.802553653717041,4.583484172821045,23.040401458740234,435,86,282,2,20,199,702,177,631,343,164,391,170,19,605,52,872,-0.09773271359760193,86,256,152,347,0.9683536744554526,31,452,83,801,-0.1252236581433003,2,172,36,513,0.723173526284136,20,190,79,334,0.5810821684491695,12,369,86,561,-0.054951506895300824,127,8,562,29,829,-0.09757598269353254,86,213,118,304,0.9767513792955328,11,409,53,758,-0.1252748493681368,1,129,29,470,0.715959893725774,20,147,66,291,0.6010921450865239,1,326,73,518,-0.05755226653995692
