label,output,weight_sum_0,weight_sum_1,weight_sum_2,weight_sum_3,weight_sum_4,weight_sum_5,cluster_count_0,cluster_count_1,cluster_count_2,cluster_count_3,cluster_count_4,cluster_count_5,intersection_count_grad_cam_pp_0,intersection_count_grad_cam_pp_1,intersection_count_grad_cam_pp_2,intersection_count_grad_cam_pp_3,intersection_count_grad_cam_pp_4,intersection_count_grad_cam_pp_5,union_count_grad_cam_pp_0,union_count_grad_cam_pp_1,union_count_grad_cam_pp_2,union_count_grad_cam_pp_3,union_count_grad_cam_pp_4,union_count_grad_cam_pp_5,intersection_count_grad_cam_0,intersection_count_grad_cam_1,intersection_count_grad_cam_2,intersection_count_grad_cam_3,intersection_count_grad_cam_4,intersection_count_grad_cam_5,union_count_grad_cam_0,union_count_grad_cam_1,union_count_grad_cam_2,union_count_grad_cam_3,union_count_grad_cam_4,union_count_grad_cam_5
0.0,-4.024921894073486,7.937803268432617,0.6711924076080322,13.354423522949219,0.19221943616867065,0.6569454073905945,15.332386016845703,328,65,226,18,30,357,7,521,65,258,24,419,8,211,29,223,60,550,2,458,62,195,12,356,8,148,29,160,17,487
0.0,-9.913786888122559,79.44735717773438,0.964174747467041,34.27119445800781,0.26280221343040466,0.4200797379016876,22.727943420410156,456,56,222,13,10,267,8,595,54,195,7,361,13,152,9,149,48,406,0,535,51,135,2,301,12,92,9,89,5,346
0.0,-11.826092720031738,60.836219787597656,1.0011236667633057,48.07875061035156,0.14971235394477844,0.17641784250736237,54.42861557006836,267,39,183,1,4,530,0,359,38,131,1,275,1,93,4,96,48,622,0,318,38,90,0,234,1,52,4,55,8,581
0.0,-7.732855796813965,85.4014663696289,0.219853475689888,62.68877029418945,0.04639660194516182,0.818266749382019,5.0190253257751465,427,5,408,7,29,148,4,473,4,51,7,454,7,53,23,75,1,194,0,459,3,37,1,440,7,39,21,61,0,180
0.0,-9.979354858398438,13.452787399291992,0.22738811373710632,6.8048906326293945,0.13853920996189117,0.3079589307308197,83.76685333251953,260,7,70,0,2,685,5,309,6,56,1,119,0,49,2,51,35,734,1,274,6,21,1,84,0,14,2,16,4,699
0.0,-7.686435699462891,14.909882545471191,0.022417433559894562,22.99028205871582,0.04005904868245125,0.014223798178136349,23.199081420898438,150,8,282,5,1,578,2,186,2,44,2,318,5,41,1,37,24,614,0,160,1,18,0,292,5,15,1,11,3,588
0.0,-1.5366156101226807,2.372060537338257,1.3626078367233276,7.7638373374938965,4.089750289916992,1.1028424501419067,24.727182388305664,185,72,191,68,27,481,14,430,68,317,19,436,67,313,22,272,55,726,0,355,66,242,8,361,66,238,19,197,11,651
0.0,-7.720504283905029,4.727832317352295,1.35108482837677,4.0459113121032715,0.19525928795337677,0.5578399896621704,39.97475051879883,288,42,88,10,13,583,6,390,39,144,4,190,4,112,13,115,36,685,3,351,38,105,1,151,2,73,13,76,6,646
0.0,-12.031912803649902,72.07708740234375,0.04732930660247803,73.3060073852539,0.1008947342634201,0.038986194878816605,21.34410858154297,258,18,466,1,2,279,0,303,6,63,3,511,1,46,2,47,33,324,0,273,6,33,1,481,1,16,2,17,5,294
0.0,-7.877177715301514,13.354576110839844,0.0038513296749442816,16.17494010925293,0.03784984350204468,0.003115407656878233,46.52220916748047,187,2,177,3,0,655,2,205,2,20,0,195,2,21,0,18,12,673,0,194,2,9,0,184,2,10,0,7,3,662
0.0,-8.168333053588867,29.01661491394043,0.09107175469398499,32.23671340942383,0.10447931289672852,0.0826527327299118,45.57611083984375,256,15,289,5,10,449,0,292,11,51,4,325,5,41,9,46,7,485,0,280,11,39,0,313,3,29,9,34,1,473
0.0,-8.768763542175293,60.46385955810547,0.05167895182967186,76.02652740478516,0.00953766517341137,0.037802644073963165,14.042654037475586,227,48,429,2,17,301,0,278,23,99,1,480,0,53,10,68,17,352,0,266,23,87,1,468,0,41,10,56,5,340
0.0,-7.359664440155029,46.38380432128906,0.07077059894800186,36.5812873840332,0.19675880670547485,0.03688652440905571,33.148685455322266,315,3,286,11,1,408,1,359,2,47,6,330,5,55,1,45,29,452,0,323,2,11,1,294,3,19,1,9,1,416
0.0,-6.5821533203125,71.39974975585938,0.09752077609300613,44.51449203491211,0.022026194259524345,0.2140948325395584,4.654362201690674,407,31,422,1,32,131,3,477,14,101,13,492,1,71,32,102,7,201,1,462,13,86,5,477,1,56,32,87,3,186
0.0,-6.065698146820068,14.208775520324707,0.024298734962940216,11.691953659057617,0.03833765909075737,0.013482585549354553,11.752115249633789,332,16,387,2,2,285,5,369,16,53,7,424,1,39,2,39,6,322,3,361,16,45,3,416,1,31,2,31,4,314
0.0,-6.722320556640625,87.64743041992188,0.00017693944391794503,62.31037521362305,0.010904805734753609,0.010376855731010437,4.4113688468933105,478,0,489,0,1,56,1,480,0,2,0,491,0,2,1,3,0,58,0,479,0,1,0,490,0,1,1,2,0,57
0.0,-5.372289180755615,39.78636169433594,0.06267686933279037,44.337398529052734,0.5268517732620239,0.06387748569250107,2.9025626182556152,511,5,336,15,9,148,4,563,2,57,5,388,15,67,9,61,17,200,1,543,2,37,0,368,15,47,9,41,5,180
0.0,-9.215041160583496,52.15864562988281,0.5415741205215454,43.47697830200195,0.31945934891700745,0.6374965310096741,20.7509822845459,323,28,318,5,28,322,3,409,27,114,5,404,5,91,18,114,28,408,3,380,27,85,1,375,5,62,18,85,3,379
0.0,-6.0680975914001465,36.41347122192383,1.11775934783509e-05,39.57273864746094,0.028349680826067924,0.00040159374475479126,3.350404739379883,473,0,298,0,0,253,0,481,0,8,0,306,0,8,0,8,8,261,0,473,0,0,0,298,0,0,0,0,0,253
1.0,6.5615739822387695,37.05236053466797,11.872198104858398,24.918476104736328,9.288230895996094,12.038835525512695,3.41788649559021,324,156,337,47,99,61,4,614,124,446,5,627,47,337,96,389,14,351,2,596,124,428,5,609,46,319,94,371,1,333
0.0,-8.416146278381348,12.552167892456055,0.00010536410263739526,12.39158821105957,0.025718875229358673,0.0013977441703900695,64.27320098876953,224,0,154,0,0,646,0,230,0,6,3,160,0,6,0,6,3,652,0,225,0,1,0,155,0,1,0,1,1,647
1.0,12.41014575958252,0.42100340127944946,53.15060806274414,0.3489472568035126,23.553266525268555,14.95803451538086,20.543001174926758,168,359,39,65,64,329,1,725,353,916,0,596,65,622,64,621,74,886,0,662,347,853,0,533,65,559,63,558,19,823
1.0,11.385565757751465,1.2748485803604126,24.663951873779297,2.3665318489074707,27.748825073242188,17.671443939208984,3.926276683807373,84,412,80,155,147,146,12,897,398,1225,33,893,155,968,147,960,68,959,5,809,397,1137,11,805,152,880,146,872,14,871
0.0,-7.7749342918396,40.05473709106445,0.0018895474495366216,12.491349220275879,0.020454879850149155,0.001968721393495798,37.816917419433594,310,4,192,4,0,514,0,326,4,20,4,208,1,20,0,16,7,530,0,318,4,12,3,200,1,12,0,8,0,522
0.0,-5.657090663909912,1.927490234375,0.0020577113609761,1.82731294631958,0.019261136651039124,0.0003867901396006346,34.40415573120117,436,0,50,1,0,537,3,457,0,21,2,71,1,22,0,21,15,558,2,439,0,3,0,53,1,4,0,3,0,540
0.0,-6.079498767852783,75.26233673095703,0.28797465562820435,44.6546745300293,0.34189021587371826,0.08947152644395828,10.74659252166748,531,22,361,21,2,87,4,570,11,61,3,400,15,60,2,41,4,126,2,560,9,51,2,390,13,50,2,31,1,116
0.0,-6.6470112800598145,12.052083015441895,0.06556428968906403,13.25575065612793,0.029138414189219475,0.07805585116147995,35.013607025146484,261,6,216,2,5,534,0,273,5,18,0,228,0,14,4,17,3,546,0,270,5,15,0,225,0,11,4,14,0,543
1.0,20.230266571044922,1.825480341911316,64.1832046508789,2.7245912551879883,38.85773468017578,30.33177947998047,3.07859468460083,38,574,61,110,160,81,4,922,565,1458,13,945,109,994,158,1044,35,965,1,882,562,1418,3,905,109,954,158,1004,11,925
1.0,9.969426155090332,2.271547794342041,23.743091583251953,3.493297576904297,16.41507339477539,13.985756874084473,2.3592123985290527,148,373,171,106,138,88,17,840,373,1065,20,863,104,798,135,830,43,780,9,801,373,1026,10,824,104,759,135,791,22,741
0.0,-5.945194721221924,28.64315414428711,0.10946182161569595,20.082685470581055,0.023155972361564636,0.10794913023710251,8.253541946411133,385,10,390,3,6,230,3,421,4,46,1,426,2,39,6,42,20,266,1,403,4,28,0,408,2,21,6,24,5,248
0.0,-0.6444504261016846,0.11412416398525238,0.0002773872693069279,0.2654002904891968,0.0020392779260873795,0.0002756048343144357,0.44410479068756104,689,0,102,0,0,233,0,690,0,1,0,103,0,1,0,1,1,234,0,689,0,0,0,102,0,0,0,0,0,233
0.0,-8.854013442993164,24.645954132080078,0.010532310232520103,24.141809463500977,0.0223856158554554,0.0030868647154420614,17.840496063232422,285,6,343,1,1,388,0,298,2,19,0,356,1,14,1,14,9,401,0,289,2,10,0,347,0,5,1,5,1,392
0.0,-11.193183898925781,17.432796478271484,0.18744544684886932,12.196388244628906,0.06558545678853989,0.6340821385383606,67.17375183105469,271,25,133,7,21,567,2,368,20,122,7,230,7,104,19,118,42,664,1,322,20,76,3,184,6,58,19,72,2,618
0.0,-10.22830867767334,27.73093605041504,0.1130773201584816,26.803510665893555,0.8187289237976074,0.2474362552165985,66.08373260498047,139,18,215,8,25,619,2,258,17,137,2,334,8,127,21,144,69,738,0,193,17,72,1,269,8,62,19,79,9,673
0.0,-11.440848350524902,64.80245971679688,0.2772884964942932,41.01633071899414,0.05178479477763176,0.28076550364494324,31.263607025146484,328,10,219,0,10,457,2,370,8,52,5,261,0,42,10,52,17,499,0,347,7,29,0,238,0,19,8,29,4,476
0.0,-0.5794318318367004,0.0802578255534172,9.251629307982512e-06,0.1738300323486328,0.0017525166040286422,0.00017693154222797602,0.3478051424026489,745,0,90,0,0,189,0,745,0,0,0,90,0,0,0,0,0,189,0,745,0,0,0,90,0,0,0,0,0,189
0.0,-5.831253528594971,12.421493530273438,1.006672739982605,12.538322448730469,0.06940404325723648,0.1544496864080429,38.63734817504883,198,88,221,1,4,512,2,326,70,216,2,349,0,129,1,132,53,640,0,266,64,156,1,289,0,69,1,72,2,580
0.0,-0.5825598239898682,0.079169861972332,0.00019522770890034735,0.2520623505115509,0.00234948075376451,0.0001913855376187712,0.35065287351608276,742,0,82,0,0,200,0,743,0,1,1,83,0,1,0,1,0,201,0,742,0,0,0,82,0,0,0,0,0,200
0.0,-6.989782810211182,1.3170733451843262,0.043547868728637695,0.37702012062072754,0.005573663394898176,0.01949496567249298,50.76138687133789,106,7,20,0,0,891,2,131,4,32,1,45,0,25,0,25,18,916,0,113,4,14,0,27,0,7,0,7,3,898
0.0,-10.59722900390625,15.316606521606445,0.222050741314888,31.116201400756836,0.027215827256441116,0.9504559636116028,47.65857696533203,157,13,383,3,40,428,3,243,5,99,7,469,2,89,32,126,37,514,0,196,5,52,1,422,1,42,31,79,1,467
0.0,-4.783474445343018,8.612358093261719,1.9344383478164673,14.386795043945312,2.4414424896240234,0.6536669731140137,20.888687133789062,162,74,227,77,25,459,8,395,64,307,3,460,67,310,25,258,66,692,1,325,61,237,0,390,66,240,23,188,12,622
0.0,-7.665811061859131,66.87654113769531,8.42675581225194e-05,57.32789993286133,0.011302545666694641,0.009326823055744171,12.43222427368164,400,0,508,0,0,116,0,403,0,3,0,511,0,3,0,3,3,119,0,400,0,0,0,508,0,0,0,0,0,116
0.0,-6.516927719116211,70.1791000366211,0.03205765038728714,39.12764358520508,0.009310996159911156,0.007771765347570181,9.937492370605469,434,2,511,0,0,77,1,451,2,19,5,528,0,17,0,17,9,94,0,437,2,5,1,514,0,3,0,3,0,80
0.0,-8.675311088562012,29.767932891845703,0.25911423563957214,32.938663482666016,0.052349016070365906,0.1394670456647873,21.34263801574707,327,22,366,1,8,300,8,428,18,123,18,467,0,102,6,109,51,401,3,359,17,54,5,398,0,33,6,40,1,332
0.0,-8.86743450164795,138.6405487060547,3.5248815493105212e-06,88.76676940917969,0.01928805001080036,0.0013096658512949944,5.81516695022583,519,0,424,0,0,81,0,521,0,2,2,426,0,2,0,2,0,83,0,519,0,0,0,424,0,0,0,0,0,81
0.0,-6.7974419593811035,5.8137922286987305,0.28591471910476685,3.0655524730682373,0.2599082291126251,0.24982398748397827,21.184513092041016,488,16,75,14,8,423,0,566,8,94,0,153,8,92,7,86,55,501,0,511,8,39,0,98,6,37,7,31,2,446
0.0,-6.629558563232422,8.004813194274902,0.6005121469497681,6.2861714363098145,1.745127558708191,0.9138810038566589,41.67310333251953,190,31,143,23,27,610,2,334,20,175,8,287,23,167,24,171,67,754,0,263,18,104,4,216,22,96,24,100,5,683
0.0,-5.661195755004883,51.50551223754883,0.07967104762792587,36.8666877746582,0.020364711061120033,0.04693109169602394,2.5142898559570312,436,38,514,2,14,20,4,477,12,79,10,555,2,43,12,55,1,61,2,472,12,74,7,550,2,38,12,50,1,56
0.0,-6.97688627243042,58.64201354980469,0.0011150104692205787,29.26471710205078,0.012159537523984909,0.0006451664376072586,2.218024730682373,626,0,309,0,0,89,0,628,0,2,2,311,0,2,0,2,0,91,0,627,0,1,1,310,0,1,0,1,0,90
0.0,-7.50826358795166,122.00183868408203,0.00029154232470318675,82.69750213623047,0.014225010760128498,0.0006027777562849224,4.717033386230469,556,4,401,0,2,61,1,565,4,13,2,410,0,9,2,11,0,70,0,563,4,11,1,408,0,7,2,9,0,68
0.0,-6.718573093414307,31.658363342285156,2.5817017555236816,16.713748931884766,0.45070019364356995,0.4072282016277313,39.86860275268555,367,78,168,6,6,399,3,503,73,214,5,304,5,142,6,142,44,535,0,453,71,164,1,254,4,92,5,92,5,485
0.0,-4.836925983428955,11.132729530334473,0.0029442617669701576,10.21915340423584,0.05372188985347748,0.0001730976509861648,8.931836128234863,513,3,270,3,0,235,0,523,1,13,5,280,3,13,0,10,1,245,0,520,1,10,2,277,3,10,0,7,1,242
0.0,-1.513447880744934,34.672969818115234,2.0973267555236816,33.713951110839844,1.1679190397262573,1.5518897771835327,1.9614150524139404,289,180,488,8,32,27,45,623,179,514,58,822,8,342,31,366,13,361,30,581,179,472,34,780,8,300,31,324,10,319
0.0,-5.982053756713867,16.61228370666504,0.0045789736323058605,3.6989357471466064,0.01748926192522049,0.004095611162483692,8.74527645111084,594,8,147,2,2,271,0,610,8,24,5,163,2,18,1,18,0,287,0,608,8,22,4,161,1,16,1,16,0,285
0.0,-2.7135162353515625,39.99562454223633,3.2701923847198486,20.444250106811523,2.575737476348877,0.7136393189430237,26.523324966430664,274,73,395,14,14,254,3,350,43,149,3,471,14,90,6,90,7,330,2,338,41,137,1,459,13,78,6,78,1,318
0.0,-6.64303731918335,15.197979927062988,1.3635133504867554,12.366410255432129,0.3138660490512848,0.921233594417572,38.766395568847656,294,125,177,10,20,398,2,452,62,283,2,335,5,168,13,178,74,556,1,388,61,219,2,271,4,104,12,114,14,492
0.0,-4.171446800231934,18.52849769592285,0.13653017580509186,11.334843635559082,0.016677958890795708,0.22143110632896423,1.620840072631836,358,166,403,1,29,67,17,695,166,503,114,740,1,338,29,366,10,404,6,623,166,431,57,668,1,266,29,294,6,332
0.0,-6.365192890167236,17.677656173706055,1.4075320959091187,10.571508407592773,1.1894168853759766,0.5541270971298218,25.904544830322266,338,60,153,23,18,432,3,477,51,199,8,292,13,162,16,157,48,571,0,426,51,148,3,241,13,111,14,106,7,520
0.0,-5.386193752288818,27.545190811157227,0.11731741577386856,7.936525821685791,0.14938436448574066,0.04950321093201637,2.1469192504882812,484,71,196,22,18,233,1,562,37,149,1,274,22,100,15,96,2,311,0,557,35,144,0,269,22,95,15,91,1,306
0.0,-7.233314037322998,17.30771827697754,0.28261980414390564,17.695985794067383,0.020553607493638992,0.33846113085746765,40.12759780883789,260,76,348,3,5,332,8,425,61,241,29,513,1,168,3,170,63,497,3,346,59,162,13,434,1,89,2,91,8,418
0.0,0.25418365001678467,23.187387466430664,0.7189164161682129,9.909635543823242,0.7473448514938354,2.1518168449401855,2.902916193008423,585,21,181,12,27,198,12,685,21,121,19,281,12,112,26,127,10,298,3,666,21,102,13,262,12,93,26,108,6,279
0.0,-1.8994677066802979,38.95376205444336,0.3293505907058716,37.112491607666016,0.019216835498809814,1.8618015050888062,1.4198427200317383,332,15,601,0,29,47,2,375,9,58,3,644,0,43,28,72,1,90,0,370,7,53,2,639,0,38,28,67,1,85
0.0,-2.449525833129883,45.220306396484375,4.346314430236816,19.646102905273438,1.984535574913025,0.32990923523902893,14.658804893493652,399,111,309,10,11,184,10,636,106,348,24,546,10,247,11,248,76,421,5,565,105,277,16,475,10,176,11,177,19,350
0.0,-6.511094570159912,58.75171661376953,0.009946087375283241,64.07437133789062,0.007362716365605593,0.001250905217602849,6.69057559967041,294,20,612,0,0,98,6,364,20,90,42,682,0,70,0,70,2,168,2,345,20,71,27,663,0,51,0,51,2,149
0.0,-6.418493747711182,63.4588623046875,0.0016713319346308708,52.40011978149414,0.010219147428870201,0.007216325029730797,1.23972749710083,433,17,566,0,2,6,34,530,17,114,43,663,0,97,2,99,1,103,15,492,17,76,25,625,0,59,2,61,0,65
0.0,-11.233784675598145,69.9518051147461,0.023042848333716393,43.3062744140625,0.08834369480609894,0.49651357531547546,27.470579147338867,433,7,227,1,11,345,5,475,5,49,0,269,0,43,11,53,21,387,3,454,5,28,0,248,0,22,9,32,4,366
0.0,-1.896485686302185,6.765692234039307,1.3796850442886353,8.64295768737793,0.7231067419052124,1.9125136137008667,6.804135322570801,429,77,139,9,21,349,5,587,66,235,5,297,7,167,21,179,54,507,3,546,63,194,1,256,7,126,21,138,22,466
0.0,-3.160473346710205,17.734512329101562,0.007530109956860542,16.945871353149414,0.014753778465092182,8.383388194488361e-05,1.1227105855941772,634,1,276,0,0,113,18,662,1,29,7,304,0,28,0,28,2,141,11,650,1,17,3,292,0,16,0,16,1,129
0.0,-7.144000053405762,71.0525131225586,0.2526709735393524,75.34156799316406,0.43696460127830505,0.24379664659500122,10.654595375061035,270,18,349,6,9,372,4,344,16,92,11,423,6,80,9,83,28,446,0,306,15,54,0,385,6,42,9,45,6,408
0.0,-5.772234916687012,15.50882625579834,0.3883051574230194,18.070079803466797,0.14784781634807587,0.083065927028656,16.961776733398438,292,47,355,3,18,309,0,387,30,142,5,450,3,98,17,113,40,404,0,349,30,104,2,412,2,60,17,75,6,366
0.0,1.1769065856933594,13.13296127319336,1.1614012718200684,14.461710929870605,5.528890609741211,0.8948819041252136,15.824457168579102,134,125,337,29,23,376,20,452,123,443,102,655,29,347,23,341,21,694,7,367,122,358,42,570,29,262,22,256,11,609
0.0,-5.905134677886963,36.42842483520508,0.00011201825691387057,35.361454010009766,0.02253882959485054,0.003160597290843725,3.9595868587493896,412,3,466,2,5,136,3,424,1,15,0,478,2,14,5,17,1,148,0,420,1,11,0,474,2,10,5,13,0,144
1.0,12.282557487487793,6.51934814453125,67.30660247802734,4.632919788360596,40.7526741027832,20.930376052856445,12.430573463439941,84,451,61,125,70,233,23,781,445,1148,25,758,124,822,70,767,10,930,5,733,442,1100,7,710,123,774,70,719,2,882
1.0,11.971421241760254,17.344852447509766,30.266069412231445,9.595973014831543,17.632266998291016,22.1766414642334,5.490349769592285,274,240,140,77,112,181,15,783,237,749,15,649,77,586,103,621,62,690,7,721,234,687,7,587,77,524,101,559,21,628
1.0,9.446528434753418,10.608065605163574,55.3175163269043,12.108771324157715,15.604602813720703,14.477148056030273,2.7294774055480957,115,510,157,42,92,108,28,830,498,1225,26,872,42,757,89,807,32,823,4,757,494,1152,8,799,40,684,88,734,8,750
1.0,14.06806468963623,5.43189001083374,56.44866943359375,2.834821939468384,38.00849151611328,19.331436157226562,6.035520076751709,227,353,59,85,72,228,11,772,346,898,11,604,80,630,71,617,26,773,2,730,341,856,4,562,80,588,67,575,9,731
1.0,5.3413405418396,58.71147918701172,10.098862648010254,51.71983337402344,8.369868278503418,12.766329765319824,4.561659336090088,332,117,401,47,66,61,16,619,113,404,17,688,47,334,66,353,28,348,3,561,109,346,0,630,47,276,64,295,6,290
0.0,-5.234442234039307,11.988637924194336,0.00306100700981915,24.19564437866211,0.02164384350180626,0.00047186732990667224,8.22628402709961,219,3,585,1,0,216,3,258,3,42,31,624,1,40,0,39,1,255,3,241,3,25,15,607,1,23,0,22,0,238
1.0,8.95842170715332,8.424150466918945,15.721831321716309,5.525634765625,10.183335304260254,14.601189613342285,1.6340738534927368,472,176,74,58,76,168,12,805,168,509,9,407,58,391,76,409,10,501,6,785,168,489,7,387,54,371,76,389,2,481
0.0,-7.011194705963135,49.4364013671875,0.08326426893472672,40.87165069580078,0.019764073193073273,0.019157031551003456,3.8833558559417725,429,37,490,0,3,65,1,481,35,89,8,542,0,52,3,55,5,117,1,477,35,85,7,538,0,48,3,51,2,113
1.0,-0.963394045829773,44.03370666503906,4.599078178405762,49.73731994628906,5.6080474853515625,3.7505993843078613,10.304767608642578,259,91,484,42,23,125,4,439,89,271,14,664,37,222,23,203,13,305,1,408,86,240,3,633,33,191,22,172,4,274
1.0,6.564890384674072,8.716236114501953,17.70276641845703,4.7545976638793945,14.492034912109375,5.2038655281066895,8.683037757873535,232,200,127,96,26,343,6,558,180,526,4,453,77,422,24,352,35,669,5,530,179,498,3,425,75,394,24,324,12,641
1.0,13.752517700195312,9.237296104431152,29.912813186645508,11.55165958404541,25.233400344848633,18.440031051635742,2.174069881439209,267,207,210,107,105,128,15,735,203,675,31,678,87,575,101,573,31,596,7,684,203,624,14,627,86,524,99,522,8,545
0.0,5.9555134773254395,9.00647258758545,3.0101873874664307,2.3855514526367188,8.814014434814453,1.681634545326233,2.282965898513794,423,43,160,65,26,307,1,549,38,169,1,286,53,191,23,152,10,433,0,539,38,159,0,276,51,181,23,142,4,423
1.0,13.747321128845215,2.1088201999664307,34.55479049682617,6.193109512329102,24.299692153930664,18.984600067138672,1.1843469142913818,366,289,111,50,66,142,9,814,287,737,17,559,50,498,66,514,19,590,4,782,286,705,4,527,50,466,66,482,6,558
0.0,2.0332467555999756,5.543866157531738,14.71277141571045,7.162473678588867,6.38833475112915,12.220956802368164,49.268524169921875,77,156,145,29,70,547,8,401,153,480,30,469,28,353,64,394,41,871,2,334,151,413,9,402,28,286,62,327,5,804
0.0,-6.5314412117004395,42.62015914916992,1.2100224494934082,16.51249122619629,0.4262692928314209,0.751713752746582,23.31943702697754,327,62,181,8,25,421,11,490,57,225,9,344,7,171,15,188,64,584,3,420,54,155,3,274,6,101,13,118,14,514
0.0,0.2099219262599945,2.467980146408081,1.3019194602966309,1.3364460468292236,0.2879543602466583,0.8985288143157959,1.8191317319869995,515,177,90,36,66,140,7,715,105,377,7,290,18,236,55,266,8,340,4,703,103,365,5,278,17,224,55,254,4,328
0.0,-2.4643070697784424,17.44194793701172,0.03243082016706467,12.630282402038574,0.04485230892896652,0.2716282606124878,3.1425888538360596,360,13,373,2,28,248,4,399,5,52,1,412,2,41,26,67,1,287,3,397,5,50,1,410,2,39,25,65,1,285
0.0,0.4929443597793579,1.5407353639602661,3.6193268299102783,1.3851087093353271,3.1543385982513428,4.53659725189209,13.228079795837402,210,200,80,83,99,352,9,635,173,625,12,505,50,508,99,524,82,777,1,545,167,535,3,415,49,418,99,434,16,687
0.0,2.8377034664154053,10.848404884338379,6.850549221038818,6.432631015777588,1.1803196668624878,5.554507732391357,2.3670172691345215,343,278,142,21,123,117,22,762,237,697,14,561,18,440,109,542,19,536,12,719,230,654,5,518,17,397,108,499,4,493
0.0,-8.7940092086792,80.14998626708984,0.40785086154937744,43.25728988647461,0.06255245953798294,0.4993530213832855,15.617259979248047,469,33,257,1,13,251,7,542,24,106,13,330,1,74,11,86,17,324,0,504,23,68,1,292,1,36,10,48,0,286
0.0,-6.606447696685791,42.492618560791016,0.05815774202346802,18.4000186920166,0.14469005167484283,0.0012147414963692427,2.8173253536224365,660,2,223,3,0,136,5,675,2,17,4,238,3,18,0,15,1,151,0,664,2,6,1,227,1,7,0,4,0,140
0.0,-2.1145639419555664,19.353199005126953,2.6169333457946777,10.869422912597656,0.41148611903190613,1.3225663900375366,6.7237725257873535,467,127,111,15,31,273,7,645,113,305,4,289,6,193,29,209,19,451,2,619,109,279,2,263,6,167,29,183,4,425
0.0,-0.3208327293395996,16.39258575439453,2.893988847732544,7.707042694091797,1.34750497341156,1.0695981979370117,5.3693437576293945,383,264,104,25,69,179,30,748,204,629,14,469,19,390,64,434,34,544,12,691,200,572,6,412,18,333,64,377,8,487
0.0,-0.7777576446533203,7.850008487701416,6.925030708312988,6.3132524490356445,0.6134664416313171,3.7259931564331055,8.066073417663574,272,357,119,15,85,176,46,814,317,899,30,661,14,557,78,627,57,718,27,712,307,797,9,559,11,455,77,525,9,616
0.0,-2.3837180137634277,11.003752708435059,1.6741853952407837,7.4137349128723145,1.7003061771392822,2.0562267303466797,15.011141777038574,250,176,182,33,54,329,1,506,127,432,14,438,32,289,47,310,35,585,1,471,126,397,7,403,31,254,46,275,10,550
0.0,-7.544456958770752,97.12651062011719,0.013561497442424297,47.47951889038086,0.03888973221182823,0.016567660495638847,3.9297375679016113,583,0,341,0,2,98,5,596,0,13,1,354,0,13,2,15,5,111,1,586,0,3,0,344,0,3,2,5,0,101
0.0,-4.861578464508057,21.22210121154785,0.020154939964413643,21.381250381469727,0.04643411189317703,0.018329301849007607,4.441646099090576,350,17,431,4,12,210,17,419,17,86,16,500,4,73,12,81,3,279,15,409,17,76,8,490,4,63,12,71,3,269
0.0,-3.9097208976745605,8.128388404846191,0.005611457861959934,12.218330383300781,0.017994174733757973,0.020470373332500458,8.12510871887207,433,7,283,0,6,295,3,452,7,26,3,302,0,19,6,25,0,314,1,450,7,24,3,300,0,17,6,23,0,312
0.0,-9.16996955871582,106.82402801513672,0.07357197254896164,66.68357849121094,0.027945030480623245,0.06908128410577774,6.369962692260742,472,26,475,3,8,40,3,490,4,44,0,493,3,21,6,26,2,58,1,486,4,40,0,489,3,17,6,22,0,54
0.0,-6.238719940185547,26.065744400024414,5.853311813552864e-05,17.46245574951172,0.011785205453634262,0.00069838558556512,2.033843517303467,557,5,246,0,0,216,0,559,0,7,2,248,0,2,0,2,0,218,0,557,0,5,0,246,0,0,0,0,0,216
0.0,-1.800584316253662,33.379085540771484,2.6822476387023926,14.390148162841797,1.5661965608596802,4.700217247009277,22.002479553222656,319,69,165,29,34,408,24,547,64,297,24,393,28,257,33,262,55,636,19,478,64,228,9,324,26,188,33,193,8,567
0.0,-6.645310401916504,31.12331199645996,0.542275607585907,12.415443420410156,0.38859549164772034,0.21003374457359314,14.554819107055664,558,37,144,15,5,265,3,637,26,116,11,223,11,94,5,84,23,344,0,600,23,79,2,186,9,57,5,47,3,307
0.0,-12.316117286682129,35.70675277709961,1.2046436071395874,16.30872917175293,0.13369588553905487,0.2631012499332428,46.759315490722656,251,111,234,0,21,407,17,474,99,334,36,457,0,223,19,244,52,630,9,408,99,268,24,391,0,157,17,178,8,564
0.0,-8.966485977172852,52.33180618286133,0.47520509362220764,29.9094295501709,0.05977317690849304,0.5047335028648376,14.511463165283203,331,78,345,0,39,231,6,497,47,244,13,511,0,166,35,205,65,397,4,449,45,196,9,463,0,118,35,157,25,349
0.0,-6.644864559173584,72.79582214355469,0.0018359868554398417,62.946380615234375,0.022623181343078613,0.00040128285763785243,5.60807991027832,416,0,499,0,0,109,4,424,0,8,3,507,0,8,0,8,1,117,0,416,0,0,0,499,0,0,0,0,0,109
0.0,-3.35781192779541,3.7364861965179443,1.9888287782669067,2.701017379760742,0.5079088807106018,1.758489966392517,52.93598937988281,137,58,66,33,22,708,4,348,52,269,3,277,24,244,17,233,111,919,2,259,50,180,1,188,23,155,15,144,31,830
1.0,8.152167320251465,18.622699737548828,11.1778564453125,19.821815490722656,14.494824409484863,12.446581840515137,1.9094611406326294,213,207,413,47,110,34,26,706,200,700,93,906,47,540,107,603,20,527,6,617,199,611,38,817,47,451,105,514,9,438
